object_id,time,value
1,1,49.50000
1,2,62.00000
1,3,73.50000
1,4,62.50000
1,5,48.00000
1,6,50.50000
1,7,53.50000
1,8,48.00000
1,9,51.00000
1,10,68.50000
1,11,72.00000
1,12,67.50000
1,13,68.50000
1,14,70.00000
1,15,71.00000
1,16,71.50000
1,17,63.00000
1,18,61.50000
1,19,56.00000
1,20,40.50000
1,21,38.50000
1,22,44.00000
1,23,59.00000
1,24,59.00000
1,25,48.50000
1,26,48.00000
1,27,54.00000
1,28,51.50000
1,29,44.00000
1,30,56.50000
1,31,52.00000
1,32,45.50000
1,33,49.50000
1,34,55.00000
1,35,60.00000
1,36,65.00000
1,37,67.50000
1,38,47.00000
1,39,47.50000
1,40,56.00000
1,41,62.50000
1,42,69.00000
1,43,69.50000
1,44,70.50000
1,45,52.50000
1,46,54.00000
1,47,52.50000
1,48,63.00000
1,49,69.50000
1,50,74.50000
1,51,58.00000
1,52,47.50000
1,53,47.50000
1,54,50.50000
1,55,61.50000
1,56,65.00000
1,57,58.50000
1,58,45.50000
1,59,46.00000
1,60,50.50000
1,61,51.50000
1,62,58.50000
1,63,72.00000
1,64,72.50000
1,65,68.50000
1,66,59.50000
1,67,52.00000
1,68,55.00000
1,69,62.00000
1,70,67.00000
1,71,66.00000
1,72,68.50000
1,73,70.50000
1,74,69.50000
1,75,70.50000
1,76,73.00000
1,77,71.00000
1,78,74.00000
1,79,71.50000
1,80,72.00000
1,81,75.50000
1,82,73.00000
1,83,72.50000
1,84,75.00000
1,85,79.00000
1,86,76.00000
1,87,75.00000
1,88,75.00000
1,89,76.50000
1,90,75.00000
1,91,72.00000
1,92,60.50000
1,93,60.50000
1,94,62.00000
1,95,68.50000
1,96,70.50000
1,97,69.00000
1,98,72.00000
1,99,79.00000
1,100,84.00000
1,101,63.00000
1,102,61.00000
1,103,68.00000
1,104,77.00000
1,105,73.50000
1,106,63.50000
1,107,65.00000
1,108,65.50000
1,109,73.50000
1,110,76.50000
1,111,71.00000
1,112,69.50000
1,113,68.50000
1,114,72.50000
1,115,73.00000
1,116,73.00000
1,117,68.50000
1,118,65.00000
1,119,64.00000
1,120,68.50000
1,121,66.00000
1,122,64.50000
1,123,68.50000
1,124,70.00000
1,125,72.00000
1,126,76.50000
1,127,74.00000
1,128,62.00000
1,129,62.00000
1,130,71.00000
1,131,72.00000
1,132,70.00000
1,133,68.50000
1,134,74.00000
1,135,76.50000
1,136,77.50000
1,137,79.50000
1,138,81.00000
1,139,77.50000
1,140,80.00000
1,141,75.00000
1,142,79.00000
1,143,81.50000
1,144,80.00000
1,145,80.00000
1,146,79.00000
1,147,75.50000
1,148,79.00000
1,149,79.50000
1,150,78.00000
1,151,81.00000
1,152,82.00000
1,153,81.00000
1,154,81.00000
1,155,77.50000
1,156,80.50000
1,157,78.00000
1,158,75.50000
1,159,77.00000
1,160,84.00000
1,161,78.00000
1,162,81.00000
1,163,79.50000
1,164,82.50000
1,165,79.50000
1,166,79.00000
1,167,78.00000
1,168,76.50000
1,169,75.00000
1,170,77.50000
1,171,81.00000
1,172,81.50000
1,173,81.00000
1,174,80.00000
1,175,81.00000
1,176,82.50000
1,177,83.50000
1,178,83.00000
1,179,85.00000
1,180,84.00000
1,181,84.00000
1,182,85.50000
1,183,81.50000
1,184,83.00000
1,185,82.00000
1,186,79.50000
1,187,80.00000
1,188,80.50000
1,189,80.50000
1,190,81.50000
1,191,82.50000
1,192,86.50000
1,193,85.00000
1,194,83.00000
1,195,85.00000
1,196,84.50000
1,197,84.00000
1,198,85.00000
1,199,86.00000
1,200,86.50000
1,201,86.00000
1,202,87.00000
1,203,82.50000
1,204,83.00000
1,205,81.50000
1,206,82.50000
1,207,84.50000
1,208,84.50000
1,209,81.50000
1,210,80.00000
1,211,81.50000
1,212,84.00000
1,213,83.50000
1,214,84.00000
1,215,85.50000
1,216,86.50000
1,217,84.50000
1,218,84.50000
1,219,83.00000
1,220,81.00000
1,221,82.00000
1,222,85.00000
1,223,84.00000
1,224,81.00000
1,225,81.50000
1,226,83.00000
1,227,81.50000
1,228,83.50000
1,229,86.00000
1,230,84.50000
1,231,83.50000
1,232,81.00000
1,233,78.50000
1,234,78.00000
1,235,77.00000
1,236,76.50000
1,237,83.00000
1,238,85.50000
1,239,85.00000
1,240,85.00000
1,241,84.50000
1,242,79.50000
1,243,80.50000
1,244,83.00000
1,245,83.50000
1,246,84.50000
1,247,85.00000
1,248,86.00000
1,249,86.50000
1,250,84.50000
1,251,82.50000
1,252,83.50000
1,253,82.50000
1,254,84.00000
1,255,82.50000
1,256,84.50000
1,257,83.50000
1,258,79.50000
1,259,76.00000
1,260,77.50000
1,261,77.00000
1,262,80.00000
1,263,75.00000
1,264,69.50000
1,265,72.50000
1,266,73.00000
1,267,76.50000
1,268,76.00000
1,269,79.00000
1,270,79.00000
1,271,72.50000
1,272,80.50000
1,273,68.00000
1,274,65.00000
1,275,68.50000
1,276,65.50000
1,277,64.50000
1,278,67.50000
1,279,69.00000
1,280,77.50000
1,281,80.50000
1,282,80.50000
1,283,82.00000
1,284,80.00000
1,285,80.00000
1,286,77.00000
1,287,78.50000
1,288,75.00000
1,289,76.00000
1,290,75.00000
1,291,67.50000
1,292,73.50000
1,293,76.50000
1,294,78.50000
1,295,78.50000
1,296,79.50000
1,297,78.50000
1,298,75.00000
1,299,73.50000
1,300,76.50000
1,301,78.50000
1,302,79.50000
1,303,71.50000
1,304,60.00000
1,305,65.00000
1,306,70.50000
1,307,54.00000
1,308,54.00000
1,309,57.50000
1,310,69.00000
1,311,72.50000
1,312,76.00000
1,313,77.00000
1,314,77.50000
1,315,80.00000
1,316,79.50000
1,317,74.50000
1,318,68.00000
1,319,66.50000
1,320,72.00000
1,321,59.00000
1,322,57.50000
1,323,54.00000
1,324,60.00000
1,325,67.00000
1,326,66.50000
1,327,67.00000
1,328,58.00000
1,329,58.00000
1,330,66.50000
1,331,71.00000
1,332,74.00000
1,333,68.50000
1,334,66.50000
1,335,57.00000
1,336,40.50000
1,337,43.50000
1,338,49.50000
1,339,58.00000
1,340,52.00000
1,341,55.00000
1,342,53.00000
1,343,45.50000
1,344,49.00000
1,345,53.50000
1,346,53.50000
1,347,58.50000
1,348,66.00000
1,349,61.00000
1,350,55.50000
1,351,53.00000
1,352,44.00000
1,353,43.00000
1,354,46.00000
1,355,55.00000
1,356,50.50000
1,357,53.00000
1,358,52.00000
1,359,53.00000
1,360,38.00000
1,361,36.50000
1,362,42.50000
1,363,52.00000
1,364,54.50000
1,365,57.00000
1,366,62.00000
1,367,68.50000
1,368,62.00000
1,369,49.50000
1,370,49.00000
1,371,51.50000
1,372,50.50000
1,373,49.50000
1,374,49.00000
1,375,42.00000
1,376,42.00000
1,377,50.50000
1,378,51.50000
1,379,40.50000
1,380,45.00000
1,381,51.00000
1,382,42.50000
1,383,42.00000
1,384,46.50000
1,385,47.50000
1,386,52.50000
1,387,59.50000
1,388,63.00000
1,389,59.00000
1,390,59.50000
1,391,65.50000
1,392,71.00000
1,393,65.50000
1,394,47.50000
1,395,46.50000
1,396,48.50000
1,397,61.50000
1,398,54.00000
1,399,43.50000
1,400,43.50000
1,401,45.00000
1,402,63.00000
1,403,50.50000
1,404,45.00000
1,405,51.00000
1,406,58.00000
1,407,65.50000
1,408,69.50000
1,409,69.50000
1,410,59.00000
1,411,52.00000
1,412,61.50000
1,413,47.00000
1,414,50.50000
1,415,64.00000
1,416,47.50000
1,417,48.50000
1,418,50.00000
1,419,61.50000
1,420,57.00000
1,421,55.50000
1,422,63.50000
1,423,67.00000
1,424,70.50000
1,425,73.00000
1,426,70.00000
1,427,56.00000
1,428,49.00000
1,429,57.00000
1,430,57.00000
1,431,57.50000
1,432,53.00000
1,433,51.00000
1,434,53.50000
1,435,58.50000
1,436,60.50000
1,437,64.50000
1,438,66.50000
1,439,66.00000
1,440,67.00000
1,441,71.50000
1,442,75.00000
1,443,71.00000
1,444,56.00000
1,445,57.00000
1,446,60.50000
1,447,64.50000
1,448,64.50000
1,449,66.00000
1,450,69.50000
1,451,78.00000
1,452,75.50000
1,453,75.50000
1,454,66.00000
1,455,69.00000
1,456,73.50000
1,457,58.00000
1,458,51.00000
1,459,52.00000
1,460,57.00000
1,461,61.00000
1,462,61.50000
1,463,65.00000
1,464,62.00000
1,465,65.00000
1,466,63.00000
1,467,63.50000
1,468,69.50000
1,469,70.50000
1,470,72.00000
1,471,68.00000
1,472,64.50000
1,473,67.00000
1,474,65.50000
1,475,66.00000
1,476,67.50000
1,477,67.00000
1,478,59.00000
1,479,61.00000
1,480,73.00000
1,481,69.00000
1,482,69.00000
1,483,73.00000
1,484,73.50000
1,485,74.00000
1,486,76.50000
1,487,73.00000
1,488,74.00000
1,489,81.00000
1,490,79.00000
1,491,76.50000
1,492,76.00000
1,493,67.00000
1,494,64.50000
1,495,68.50000
1,496,74.00000
1,497,76.50000
1,498,73.00000
1,499,62.00000
1,500,66.00000
1,501,67.00000
1,502,66.50000
1,503,73.50000
1,504,76.00000
1,505,78.00000
1,506,78.00000
1,507,76.50000
1,508,77.50000
1,509,75.00000
1,510,77.50000
1,511,77.50000
1,512,78.00000
1,513,76.00000
1,514,77.00000
1,515,79.00000
1,516,75.50000
1,517,75.00000
1,518,79.50000
1,519,78.50000
1,520,80.00000
1,521,80.50000
1,522,79.00000
1,523,81.50000
1,524,82.00000
1,525,83.50000
1,526,81.50000
1,527,82.50000
1,528,81.50000
1,529,82.00000
1,530,82.50000
1,531,82.50000
1,532,84.00000
1,533,80.00000
1,534,81.00000
1,535,81.00000
1,536,82.00000
1,537,80.00000
1,538,77.00000
1,539,77.50000
1,540,79.00000
1,541,77.50000
1,542,79.50000
1,543,81.00000
1,544,82.50000
1,545,82.00000
1,546,81.00000
1,547,80.50000
1,548,81.00000
1,549,79.00000
1,550,80.00000
1,551,81.00000
1,552,80.50000
1,553,81.00000
1,554,78.00000
1,555,81.50000
1,556,79.00000
1,557,79.50000
1,558,80.50000
1,559,81.00000
1,560,82.00000
1,561,83.50000
1,562,82.50000
1,563,82.00000
1,564,82.50000
1,565,82.50000
1,566,80.00000
1,567,80.50000
1,568,81.00000
1,569,85.00000
1,570,85.00000
1,571,83.50000
1,572,82.00000
1,573,85.00000
1,574,84.00000
1,575,84.00000
1,576,85.50000
1,577,85.50000
1,578,87.50000
1,579,85.00000
1,580,85.50000
1,581,80.00000
1,582,79.00000
1,583,77.00000
1,584,81.50000
1,585,84.00000
1,586,83.00000
1,587,85.50000
1,588,84.50000
1,589,84.00000
1,590,84.00000
1,591,84.00000
1,592,83.00000
1,593,80.00000
1,594,77.00000
1,595,83.50000
1,596,83.50000
1,597,85.00000
1,598,84.50000
1,599,82.50000
1,600,81.00000
1,601,85.00000
1,602,82.50000
1,603,81.50000
1,604,82.50000
1,605,83.00000
1,606,81.50000
1,607,82.00000
1,608,82.00000
1,609,77.00000
1,610,81.00000
1,611,82.00000
1,612,82.00000
1,613,80.00000
1,614,79.00000
1,615,80.00000
1,616,80.50000
1,617,74.00000
1,618,80.00000
1,619,79.00000
1,620,79.50000
1,621,80.50000
1,622,80.50000
1,623,78.00000
1,624,80.00000
1,625,78.50000
1,626,78.50000
1,627,81.50000
1,628,79.50000
1,629,80.00000
1,630,80.50000
1,631,80.50000
1,632,69.50000
1,633,69.00000
1,634,75.00000
1,635,75.50000
1,636,77.50000
1,637,77.50000
1,638,77.50000
1,639,76.50000
1,640,79.50000
1,641,80.00000
1,642,76.00000
1,643,75.00000
1,644,73.00000
1,645,75.00000
1,646,78.00000
1,647,79.00000
1,648,76.00000
1,649,74.00000
1,650,73.50000
1,651,76.50000
1,652,75.00000
1,653,76.50000
1,654,77.00000
1,655,75.50000
1,656,62.50000
1,657,60.50000
1,658,67.00000
1,659,68.50000
1,660,73.00000
1,661,74.50000
1,662,69.00000
1,663,66.50000
1,664,77.50000
1,665,68.00000
1,666,64.00000
1,667,72.00000
1,668,58.50000
1,669,57.00000
1,670,60.00000
1,671,59.00000
1,672,61.50000
1,673,64.50000
1,674,64.50000
1,675,52.00000
1,676,53.00000
1,677,56.50000
1,678,55.00000
1,679,57.00000
1,680,63.50000
1,681,71.00000
1,682,65.50000
1,683,57.50000
1,684,49.00000
1,685,54.00000
1,686,57.00000
1,687,59.50000
1,688,66.50000
1,689,65.00000
1,690,61.00000
1,691,66.00000
1,692,60.50000
1,693,46.00000
1,694,47.00000
1,695,55.50000
1,696,52.00000
1,697,48.00000
1,698,49.50000
1,699,49.50000
1,700,49.00000
1,701,51.50000
1,702,57.00000
1,703,59.50000
1,704,61.50000
1,705,60.00000
1,706,61.00000
1,707,63.50000
1,708,68.50000
1,709,59.50000
1,710,68.50000
1,711,73.00000
1,712,62.00000
1,713,57.50000
1,714,65.00000
1,715,68.00000
1,716,67.50000
1,717,68.00000
1,718,68.50000
1,719,63.50000
1,720,53.00000
1,721,47.00000
1,722,50.50000
1,723,48.50000
1,724,52.00000
1,725,59.00000
1,726,63.00000
1,727,66.00000
1,728,68.50000
1,729,68.50000
1,730,77.00000
1,731,76.00000
1,732,73.50000
1,733,75.00000
1,734,50.50000
1,735,46.50000
1,736,55.50000
1,737,54.50000
1,738,49.00000
1,739,52.50000
1,740,65.50000
1,741,53.00000
1,742,48.00000
1,743,52.50000
1,744,53.00000
1,745,51.00000
1,746,51.00000
1,747,52.00000
1,748,47.00000
1,749,44.00000
1,750,47.50000
1,751,52.00000
1,752,47.50000
1,753,41.50000
1,754,40.50000
1,755,44.00000
1,756,49.50000
1,757,56.00000
1,758,54.00000
1,759,51.50000
1,760,35.50000
1,761,40.50000
1,762,49.50000
1,763,52.00000
1,764,60.50000
1,765,64.00000
1,766,59.00000
1,767,46.00000
1,768,47.50000
1,769,48.50000
1,770,44.00000
1,771,45.50000
1,772,49.50000
1,773,51.00000
1,774,55.00000
1,775,49.00000
1,776,43.50000
1,777,49.00000
1,778,58.50000
1,779,64.50000
1,780,63.50000
1,781,50.50000
1,782,53.00000
1,783,59.00000
1,784,65.00000
1,785,69.00000
1,786,68.00000
1,787,67.00000
1,788,69.50000
1,789,67.00000
1,790,56.50000
1,791,58.00000
1,792,58.00000
1,793,59.00000
1,794,61.50000
1,795,64.50000
1,796,66.50000
1,797,67.00000
1,798,75.00000
1,799,67.50000
1,800,65.50000
1,801,67.50000
1,802,54.50000
1,803,46.50000
1,804,53.50000
1,805,62.00000
1,806,67.50000
1,807,64.00000
1,808,65.50000
1,809,68.00000
1,810,60.00000
1,811,60.00000
1,812,66.50000
1,813,68.00000
1,814,60.50000
1,815,59.50000
1,816,60.00000
1,817,62.00000
1,818,67.50000
1,819,69.00000
1,820,66.50000
1,821,72.50000
1,822,68.50000
1,823,56.50000
1,824,62.50000
1,825,64.00000
1,826,69.50000
1,827,72.50000
1,828,68.00000
1,829,59.00000
1,830,53.00000
1,831,58.00000
1,832,60.50000
1,833,69.00000
1,834,70.50000
1,835,69.50000
1,836,72.00000
1,837,72.00000
1,838,72.50000
1,839,72.50000
1,840,60.00000
1,841,62.00000
1,842,71.50000
1,843,72.50000
1,844,71.00000
1,845,72.50000
1,846,75.00000
1,847,74.00000
1,848,73.00000
1,849,73.50000
1,850,72.00000
1,851,74.00000
1,852,74.00000
1,853,75.00000
1,854,77.00000
1,855,78.50000
1,856,78.00000
1,857,74.50000
1,858,74.50000
1,859,73.50000
1,860,72.00000
1,861,70.00000
1,862,70.00000
1,863,71.00000
1,864,75.00000
1,865,76.50000
1,866,77.50000
1,867,77.00000
1,868,79.50000
1,869,80.50000
1,870,80.50000
1,871,78.50000
1,872,77.00000
1,873,78.00000
1,874,81.50000
1,875,80.50000
1,876,78.50000
1,877,72.00000
1,878,79.00000
1,879,76.50000
1,880,75.00000
1,881,80.00000
1,882,80.50000
1,883,79.50000
1,884,80.50000
1,885,80.50000
1,886,81.00000
1,887,80.00000
1,888,79.50000
1,889,82.50000
1,890,82.50000
1,891,81.50000
1,892,82.50000
1,893,81.00000
1,894,84.00000
1,895,85.50000
1,896,85.00000
1,897,83.50000
1,898,87.00000
1,899,85.50000
1,900,89.00000
1,901,86.50000
1,902,85.00000
1,903,84.00000
1,904,89.50000
1,905,88.50000
1,906,89.50000
1,907,82.50000
1,908,83.00000
1,909,82.50000
1,910,84.00000
1,911,82.00000
1,912,82.00000
1,913,83.50000
1,914,80.50000
1,915,81.00000
1,916,84.50000
1,917,84.50000
1,918,85.50000
1,919,86.00000
1,920,87.00000
1,921,82.50000
1,922,82.50000
1,923,82.00000
1,924,81.00000
1,925,82.00000
1,926,81.00000
1,927,80.00000
1,928,82.00000
1,929,79.00000
1,930,81.00000
1,931,82.50000
1,932,79.50000
1,933,80.50000
1,934,82.50000
1,935,82.50000
1,936,81.00000
1,937,82.50000
1,938,81.50000
1,939,80.50000
1,940,82.50000
1,941,83.00000
1,942,83.00000
1,943,83.50000
1,944,82.50000
1,945,82.50000
1,946,82.50000
1,947,82.50000
1,948,83.50000
1,949,83.00000
1,950,82.00000
1,951,82.50000
1,952,80.50000
1,953,80.50000
1,954,78.00000
1,955,80.50000
1,956,82.00000
1,957,82.00000
1,958,81.00000
1,959,83.00000
1,960,84.00000
1,961,79.00000
1,962,82.50000
1,963,81.50000
1,964,82.00000
1,965,82.00000
1,966,82.00000
1,967,81.50000
1,968,82.50000
1,969,82.00000
1,970,81.50000
1,971,81.50000
1,972,82.50000
1,973,84.50000
1,974,82.50000
1,975,81.50000
1,976,82.00000
1,977,82.00000
1,978,83.00000
1,979,83.50000
1,980,83.50000
1,981,82.00000
1,982,79.50000
1,983,80.00000
1,984,74.00000
1,985,79.50000
1,986,79.50000
1,987,80.00000
1,988,77.50000
1,989,78.00000
1,990,80.50000
1,991,81.00000
1,992,80.00000
1,993,80.50000
1,994,81.00000
1,995,81.00000
1,996,81.50000
1,997,80.00000
1,998,77.00000
1,999,76.50000
1,1000,81.50000
1,1001,74.00000
1,1002,71.50000
1,1003,70.50000
1,1004,70.50000
1,1005,71.00000
1,1006,70.50000
1,1007,69.50000
1,1008,67.50000
1,1009,66.00000
1,1010,69.00000
1,1011,69.00000
1,1012,70.50000
1,1013,71.00000
1,1014,68.50000
1,1015,71.50000
1,1016,77.00000
1,1017,77.50000
1,1018,69.00000
1,1019,67.50000
1,1020,71.00000
1,1021,71.50000
1,1022,59.50000
1,1023,49.50000
1,1024,50.00000
1,1025,54.50000
1,1026,58.50000
1,1027,60.50000
1,1028,66.00000
1,1029,66.00000
1,1030,69.50000
1,1031,65.50000
1,1032,74.00000
1,1033,68.00000
1,1034,73.00000
1,1035,72.50000
1,1036,68.50000
1,1037,70.50000
1,1038,75.00000
1,1039,70.50000
1,1040,72.00000
1,1041,78.50000
1,1042,76.50000
1,1043,74.50000
1,1044,65.00000
1,1045,65.50000
1,1046,70.50000
1,1047,72.50000
1,1048,53.00000
1,1049,55.00000
1,1050,67.50000
1,1051,57.00000
1,1052,50.50000
1,1053,47.00000
1,1054,48.00000
1,1055,46.00000
1,1056,55.50000
1,1057,62.50000
1,1058,66.50000
1,1059,66.50000
1,1060,71.00000
1,1061,66.00000
1,1062,62.50000
1,1063,61.50000
1,1064,65.00000
1,1065,67.00000
1,1066,55.00000
1,1067,62.50000
1,1068,63.50000
1,1069,68.00000
1,1070,65.50000
1,1071,70.00000
1,1072,70.00000
1,1073,69.00000
1,1074,67.00000
1,1075,59.50000
1,1076,66.00000
1,1077,65.50000
1,1078,64.00000
1,1079,65.00000
1,1080,58.50000
1,1081,51.00000
1,1082,50.00000
1,1083,46.00000
1,1084,46.50000
1,1085,52.00000
1,1086,51.00000
1,1087,53.50000
1,1088,42.00000
1,1089,28.00000
1,1090,32.50000
1,1091,35.50000
1,1092,43.00000
1,1093,47.00000
1,1094,58.50000
1,1095,59.00000
1,1096,68.50000
1,1097,65.50000
1,1098,71.00000
1,1099,72.00000
1,1100,65.50000
1,1101,59.00000
1,1102,52.00000
1,1103,53.00000
1,1104,53.00000
1,1105,55.50000
1,1106,54.50000
1,1107,56.50000
1,1108,68.00000
1,1109,54.50000
1,1110,42.00000
1,1111,43.50000
1,1112,47.50000
1,1113,58.00000
1,1114,66.50000
1,1115,68.00000
1,1116,56.00000
1,1117,51.50000
1,1118,65.00000
1,1119,48.50000
1,1120,50.50000
1,1121,62.00000
1,1122,48.00000
1,1123,45.50000
1,1124,47.00000
1,1125,57.00000
1,1126,73.50000
1,1127,71.50000
1,1128,72.00000
1,1129,68.00000
1,1130,58.00000
1,1131,54.50000
1,1132,62.00000
1,1133,60.00000
1,1134,57.00000
1,1135,65.50000
1,1136,65.50000
1,1137,61.50000
1,1138,59.50000
1,1139,48.00000
1,1140,52.00000
1,1141,54.00000
1,1142,59.00000
1,1143,65.50000
1,1144,63.00000
1,1145,49.50000
1,1146,56.00000
1,1147,62.50000
1,1148,72.50000
1,1149,73.50000
1,1150,75.50000
1,1151,75.50000
1,1152,72.50000
1,1153,73.50000
1,1154,71.50000
1,1155,79.00000
1,1156,73.50000
1,1157,72.50000
1,1158,73.50000
1,1159,72.50000
1,1160,68.00000
1,1161,69.50000
1,1162,77.50000
1,1163,71.00000
1,1164,65.50000
1,1165,71.50000
1,1166,64.50000
1,1167,67.50000
1,1168,63.50000
1,1169,55.50000
1,1170,54.00000
1,1171,53.50000
1,1172,64.00000
1,1173,59.00000
1,1174,50.50000
1,1175,47.00000
1,1176,52.50000
1,1177,68.00000
1,1178,69.50000
1,1179,71.50000
1,1180,76.00000
1,1181,79.50000
1,1182,78.00000
1,1183,73.00000
1,1184,63.50000
1,1185,63.00000
1,1186,68.50000
1,1187,74.00000
1,1188,72.00000
1,1189,71.50000
1,1190,76.50000
1,1191,75.00000
1,1192,75.00000
1,1193,74.00000
1,1194,64.50000
1,1195,55.50000
1,1196,65.00000
1,1197,69.00000
1,1198,71.00000
1,1199,73.50000
1,1200,70.50000
1,1201,69.50000
1,1202,73.00000
1,1203,62.50000
1,1204,62.50000
1,1205,68.00000
1,1206,70.50000
1,1207,68.00000
1,1208,73.50000
1,1209,65.50000
1,1210,68.00000
1,1211,70.00000
1,1212,75.00000
1,1213,70.50000
1,1214,76.00000
1,1215,74.00000
1,1216,71.00000
1,1217,69.50000
1,1218,70.00000
1,1219,68.50000
1,1220,67.00000
1,1221,69.50000
1,1222,76.00000
1,1223,75.00000
1,1224,74.00000
1,1225,81.00000
1,1226,82.50000
1,1227,81.00000
1,1228,80.00000
1,1229,80.50000
1,1230,80.00000
1,1231,82.00000
1,1232,79.00000
1,1233,77.50000
1,1234,77.00000
1,1235,78.50000
1,1236,79.00000
1,1237,81.00000
1,1238,76.50000
1,1239,76.50000
1,1240,75.50000
1,1241,75.50000
1,1242,73.00000
1,1243,71.50000
1,1244,70.50000
1,1245,76.00000
1,1246,74.50000
1,1247,75.50000
1,1248,77.50000
1,1249,78.00000
1,1250,78.00000
1,1251,80.00000
1,1252,78.00000
1,1253,76.00000
1,1254,76.00000
1,1255,80.00000
1,1256,83.00000
1,1257,77.50000
1,1258,79.00000
1,1259,81.00000
1,1260,83.50000
1,1261,81.00000
1,1262,77.00000
1,1263,80.50000
1,1264,83.00000
1,1265,81.00000
1,1266,75.00000
1,1267,83.00000
1,1268,76.50000
1,1269,81.00000
1,1270,82.50000
1,1271,83.00000
1,1272,83.00000
1,1273,85.50000
1,1274,89.00000
1,1275,88.00000
1,1276,84.00000
1,1277,86.50000
1,1278,87.50000
1,1279,86.50000
1,1280,86.00000
1,1281,85.00000
1,1282,83.50000
1,1283,85.50000
1,1284,86.50000
1,1285,86.50000
1,1286,83.50000
1,1287,79.50000
1,1288,85.00000
1,1289,84.50000
1,1290,82.50000
1,1291,80.00000
1,1292,82.00000
1,1293,84.00000
1,1294,84.50000
1,1295,85.00000
1,1296,85.00000
1,1297,86.00000
1,1298,89.50000
1,1299,85.50000
1,1300,79.50000
1,1301,83.00000
1,1302,83.50000
1,1303,84.50000
1,1304,85.50000
1,1305,86.00000
1,1306,85.50000
1,1307,87.50000
1,1308,84.50000
1,1309,87.50000
1,1310,86.50000
1,1311,87.00000
1,1312,87.00000
1,1313,80.00000
1,1314,85.50000
1,1315,87.00000
1,1316,88.50000
1,1317,86.50000
1,1318,88.00000
1,1319,85.00000
1,1320,87.00000
1,1321,89.50000
1,1322,88.50000
1,1323,85.00000
1,1324,86.50000
1,1325,86.00000
1,1326,84.50000
1,1327,85.50000
1,1328,87.00000
1,1329,86.50000
1,1330,87.50000
1,1331,89.00000
1,1332,86.50000
1,1333,88.50000
1,1334,86.50000
1,1335,89.00000
1,1336,87.00000
1,1337,83.00000
1,1338,83.00000
1,1339,83.50000
1,1340,82.50000
1,1341,82.50000
1,1342,83.50000
1,1343,82.00000
1,1344,82.00000
1,1345,82.00000
1,1346,82.50000
1,1347,80.00000
1,1348,80.50000
1,1349,82.50000
1,1350,82.50000
1,1351,82.00000
1,1352,81.50000
1,1353,82.50000
1,1354,82.50000
1,1355,81.00000
1,1356,82.50000
1,1357,76.00000
1,1358,74.50000
1,1359,75.00000
1,1360,82.50000
1,1361,76.50000
1,1362,73.50000
1,1363,76.50000
1,1364,76.00000
1,1365,76.50000
1,1366,76.00000
1,1367,75.50000
1,1368,77.00000
1,1369,79.50000
1,1370,77.50000
1,1371,77.50000
1,1372,74.50000
1,1373,79.50000
1,1374,78.50000
1,1375,77.00000
1,1376,75.50000
1,1377,62.50000
1,1378,61.00000
1,1379,66.00000
1,1380,68.00000
1,1381,70.00000
1,1382,73.00000
1,1383,75.50000
1,1384,66.50000
1,1385,61.50000
1,1386,58.00000
1,1387,60.00000
1,1388,63.50000
1,1389,69.00000
1,1390,69.50000
1,1391,69.00000
1,1392,68.50000
1,1393,73.00000
1,1394,74.50000
1,1395,75.50000
1,1396,72.50000
1,1397,74.50000
1,1398,72.50000
1,1399,73.00000
1,1400,70.00000
1,1401,55.00000
1,1402,57.50000
1,1403,65.50000
1,1404,64.50000
1,1405,61.50000
1,1406,62.50000
1,1407,65.00000
1,1408,64.00000
1,1409,65.50000
1,1410,69.50000
1,1411,73.50000
1,1412,64.50000
1,1413,64.00000
1,1414,62.00000
1,1415,62.00000
1,1416,68.50000
1,1417,71.50000
1,1418,68.50000
1,1419,63.00000
1,1420,63.50000
1,1421,70.00000
1,1422,61.50000
1,1423,50.50000
1,1424,58.50000
1,1425,59.00000
1,1426,59.50000
1,1427,52.50000
1,1428,47.50000
1,1429,43.00000
1,1430,47.00000
1,1431,63.00000
1,1432,67.00000
1,1433,69.50000
1,1434,60.00000
1,1435,55.00000
1,1436,49.00000
1,1437,48.00000
1,1438,58.00000
1,1439,64.00000
1,1440,59.50000
1,1441,50.00000
1,1442,48.50000
1,1443,56.50000
1,1444,61.50000
1,1445,58.50000
1,1446,59.00000
1,1447,60.00000
1,1448,53.00000
1,1449,47.00000
1,1450,43.50000
1,1451,54.50000
1,1452,56.00000
1,1453,59.00000
1,1454,59.50000
1,1455,68.50000
1,1456,63.00000
1,1457,58.50000
1,1458,57.50000
1,1459,44.00000
1,1460,45.50000
1,1461,45.50000
1,1462,53.50000
